customer_id,customer_rating,destination_id
120,1.2,cmbi8isjw000esd5aucosltd9
121,3.2,cmbi8isju000dsd5atex3sgoo
122,1.6,cmbi8isk0000gsd5arosu6zlq
123,3.2,cmbi8isj50005sd5a907kkfl7
124,2.2,cmbi8isj50005sd5a907kkfl7
125,1.5,cmbi8iskt000rsd5an1icyj0y
126,4.0,cmbi8isji0009sd5a7fqniepz
127,1.5,cmbi8isla000ysd5az8prt5m7
128,4.5,cmbi8isiu0002sd5a4qy9sut3
129,3.6,cmbi8isiy0003sd5azop7ryvg
130,1.2,cmbi8islg0010sd5afti6dn62
131,2.7,cmbi8islj0011sd5aed26kfal
132,1.7,cmbi8isj50005sd5a907kkfl7
133,3.8,cmbi8isk0000gsd5arosu6zlq
134,1.9,cmbi8isip0001sd5af5wlxfl1
135,1.0,cmbi8isiu0002sd5a4qy9sut3
136,2.7,cmbi8isj80006sd5a98p81413
137,2.0,cmbi8isjl000asd5asj3v6nk2
138,2.2,cmbi8isl5000wsd5adumf0yjo
139,4.8,cmbi8iskw000ssd5agzmyx3xe
140,3.4,cmbi8isk3000hsd5ay42g3e3k
141,3.7,cmbi8iskc000ksd5awh4mker0
142,3.4,cmbi8isla000ysd5az8prt5m7
143,2.8,cmbi8isl5000wsd5adumf0yjo
144,3.5,cmbi8isjo000bsd5ai7m6zipc
145,1.5,cmbi8iskn000osd5a86dv4dfb
146,3.5,cmbi8isiy0003sd5azop7ryvg
147,4.8,cmbi8isjo000bsd5ai7m6zipc
148,3.5,cmbi8isk3000hsd5ay42g3e3k
149,2.2,cmbi8isj10004sd5adr8xfahb
150,2.7,cmbi8isjf0008sd5aubbzynmi
151,2.8,cmbi8isld000zsd5anodjgtyr
152,4.2,cmbi8isld000zsd5anodjgtyr
153,2.3,cmbi8isky000tsd5aczxlb7zs
154,1.1,cmbi8islg0010sd5afti6dn62
155,1.3,cmbi8iskc000ksd5awh4mker0
156,2.0,cmbi8isiy0003sd5azop7ryvg
157,4.5,cmbi8iskt000rsd5an1icyj0y
158,3.0,cmbi8isk6000isd5aip8we297
159,2.1,cmbi8iskk000nsd5a30b1c4xw
160,3.2,cmbi8isla000ysd5az8prt5m7
161,1.1,cmbi8isl0000usd5away4mq9w
162,3.5,cmbi8iski000msd5ahtmdhrsf
163,4.0,cmbi8isk9000jsd5anm9iar1l
164,2.2,cmbi8isl2000vsd5arslka62p
165,4.8,cmbi8iskr000qsd5a5sbbpb3x
166,3.0,cmbi8iskw000ssd5agzmyx3xe
167,3.1,cmbi8isl5000wsd5adumf0yjo
168,4.2,cmbi8isjo000bsd5ai7m6zipc
169,1.8,cmbi8iskr000qsd5a5sbbpb3x
170,3.7,cmbi8isji0009sd5a7fqniepz
171,5.0,cmbi8isky000tsd5aczxlb7zs
172,4.6,cmbi8isi90000sd5aj9o0k2gn
173,2.0,cmbi8isjy000fsd5a4vf1kq0o
174,4.8,cmbi8isk6000isd5aip8we297
175,2.0,cmbi8isky000tsd5aczxlb7zs
176,2.7,cmbi8isji0009sd5a7fqniepz
177,1.3,cmbi8iskr000qsd5a5sbbpb3x
178,2.7,cmbi8iskc000ksd5awh4mker0
179,4.0,cmbi8isjl000asd5asj3v6nk2
180,1.6,cmbi8isjr000csd5a71m65fum
181,2.2,cmbi8isk0000gsd5arosu6zlq
182,1.1,cmbi8isjw000esd5aucosltd9
183,4.1,cmbi8iskt000rsd5an1icyj0y
184,1.3,cmbi8isld000zsd5anodjgtyr
185,3.2,cmbi8isiu0002sd5a4qy9sut3
186,3.7,cmbi8isk3000hsd5ay42g3e3k
187,3.3,cmbi8iskw000ssd5agzmyx3xe
188,4.9,cmbi8isju000dsd5atex3sgoo
189,3.4,cmbi8iskn000osd5a86dv4dfb
190,4.5,cmbi8isl0000usd5away4mq9w
191,3.5,cmbi8isjf0008sd5aubbzynmi
192,3.1,cmbi8isi90000sd5aj9o0k2gn
193,2.1,cmbi8iske000lsd5aui7d4fr6
194,3.8,cmbi8isj10004sd5adr8xfahb
195,2.0,cmbi8isj80006sd5a98p81413
196,4.4,cmbi8islj0011sd5aed26kfal
197,1.5,cmbi8isla000ysd5az8prt5m7
198,2.8,cmbi8iskn000osd5a86dv4dfb
199,4.9,cmbi8isla000ysd5az8prt5m7
200,3.8,cmbi8islj0011sd5aed26kfal
201,3.2,cmbi8isk0000gsd5arosu6zlq
202,3.6,cmbi8isk0000gsd5arosu6zlq
203,4.3,cmbi8iskk000nsd5a30b1c4xw
204,2.2,cmbi8isi90000sd5aj9o0k2gn
205,2.8,cmbi8islj0011sd5aed26kfal
206,4.9,cmbi8isjl000asd5asj3v6nk2
207,3.5,cmbi8isk0000gsd5arosu6zlq
208,1.2,cmbi8iski000msd5ahtmdhrsf
209,3.5,cmbi8isl0000usd5away4mq9w
210,3.4,cmbi8isk9000jsd5anm9iar1l
211,1.1,cmbi8isju000dsd5atex3sgoo
212,3.3,cmbi8isiu0002sd5a4qy9sut3
213,1.2,cmbi8iskn000osd5a86dv4dfb
214,4.7,cmbi8iskr000qsd5a5sbbpb3x
215,1.4,cmbi8isip0001sd5af5wlxfl1
216,4.2,cmbi8iskw000ssd5agzmyx3xe
217,1.5,cmbi8isk6000isd5aip8we297
218,1.0,cmbi8isk9000jsd5anm9iar1l
219,4.9,cmbi8isl0000usd5away4mq9w
220,4.5,cmbi8isjr000csd5a71m65fum
221,3.6,cmbi8isl2000vsd5arslka62p
222,3.1,cmbi8isjo000bsd5ai7m6zipc
223,1.2,cmbi8isk9000jsd5anm9iar1l
224,3.0,cmbi8isl2000vsd5arslka62p
225,4.2,cmbi8iskn000osd5a86dv4dfb
226,3.4,cmbi8isl8000xsd5au263xehh
227,4.5,cmbi8isip0001sd5af5wlxfl1
228,4.3,cmbi8isju000dsd5atex3sgoo
229,4.0,cmbi8iskr000qsd5a5sbbpb3x
230,2.3,cmbi8isjb0007sd5at6jglve6
231,3.8,cmbi8isjb0007sd5at6jglve6
232,1.2,cmbi8iskc000ksd5awh4mker0
233,2.6,cmbi8iskn000osd5a86dv4dfb
234,3.8,cmbi8isj10004sd5adr8xfahb
235,2.8,cmbi8iske000lsd5aui7d4fr6
236,4.2,cmbi8isjb0007sd5at6jglve6
237,2.8,cmbi8isl0000usd5away4mq9w
238,4.5,cmbi8iskn000osd5a86dv4dfb
239,2.5,cmbi8iskk000nsd5a30b1c4xw
240,4.3,cmbi8isl0000usd5away4mq9w
241,1.4,cmbi8isju000dsd5atex3sgoo
242,2.2,cmbi8isk0000gsd5arosu6zlq
243,2.7,cmbi8isl5000wsd5adumf0yjo
244,2.5,cmbi8isip0001sd5af5wlxfl1
245,3.9,cmbi8isky000tsd5aczxlb7zs
246,2.9,cmbi8isl2000vsd5arslka62p
247,2.5,cmbi8isk3000hsd5ay42g3e3k
248,2.2,cmbi8isjo000bsd5ai7m6zipc
249,2.3,cmbi8isiu0002sd5a4qy9sut3
250,1.0,cmbi8isl5000wsd5adumf0yjo
251,1.8,cmbi8iskt000rsd5an1icyj0y
252,1.1,cmbi8isl5000wsd5adumf0yjo
253,4.8,cmbi8islg0010sd5afti6dn62
254,2.4,cmbi8iske000lsd5aui7d4fr6
255,4.3,cmbi8isjw000esd5aucosltd9
256,1.9,cmbi8isl5000wsd5adumf0yjo
257,3.6,cmbi8isj80006sd5a98p81413
258,4.2,cmbi8iske000lsd5aui7d4fr6
259,1.2,cmbi8isky000tsd5aczxlb7zs
260,1.6,cmbi8isk0000gsd5arosu6zlq
261,4.7,cmbi8isl8000xsd5au263xehh
262,3.3,cmbi8isk9000jsd5anm9iar1l
263,1.3,cmbi8isiy0003sd5azop7ryvg
264,2.5,cmbi8isk9000jsd5anm9iar1l
265,2.5,cmbi8isky000tsd5aczxlb7zs
266,1.6,cmbi8isk0000gsd5arosu6zlq
267,1.5,cmbi8isjw000esd5aucosltd9
268,1.4,cmbi8isjl000asd5asj3v6nk2
269,1.6,cmbi8isjl000asd5asj3v6nk2
270,2.5,cmbi8isi90000sd5aj9o0k2gn
271,3.1,cmbi8isk9000jsd5anm9iar1l
272,4.9,cmbi8isjr000csd5a71m65fum
273,4.6,cmbi8isj50005sd5a907kkfl7
274,2.5,cmbi8isjo000bsd5ai7m6zipc
275,2.0,cmbi8islj0011sd5aed26kfal
276,1.2,cmbi8isla000ysd5az8prt5m7
277,1.7,cmbi8isky000tsd5aczxlb7zs
278,5.0,cmbi8isky000tsd5aczxlb7zs
279,3.0,cmbi8isl8000xsd5au263xehh
280,3.2,cmbi8isl0000usd5away4mq9w
281,4.2,cmbi8isj10004sd5adr8xfahb
282,2.4,cmbi8islj0011sd5aed26kfal
283,3.8,cmbi8isld000zsd5anodjgtyr
284,4.7,cmbi8isld000zsd5anodjgtyr
285,2.0,cmbi8iskc000ksd5awh4mker0
286,1.3,cmbi8isjy000fsd5a4vf1kq0o
287,2.2,cmbi8islj0011sd5aed26kfal
288,2.9,cmbi8isjr000csd5a71m65fum
289,1.2,cmbi8isjf0008sd5aubbzynmi
290,2.0,cmbi8isk6000isd5aip8we297
291,3.6,cmbi8isk9000jsd5anm9iar1l
292,1.1,cmbi8iskk000nsd5a30b1c4xw
293,2.9,cmbi8isji0009sd5a7fqniepz
294,2.8,cmbi8isl8000xsd5au263xehh
295,2.7,cmbi8iskc000ksd5awh4mker0
296,3.5,cmbi8iskn000osd5a86dv4dfb
297,3.4,cmbi8isl0000usd5away4mq9w
298,1.2,cmbi8isjf0008sd5aubbzynmi
299,2.0,cmbi8isjw000esd5aucosltd9
300,1.2,cmbi8isji0009sd5a7fqniepz
301,2.7,cmbi8isky000tsd5aczxlb7zs
302,4.7,cmbi8isju000dsd5atex3sgoo
303,3.3,cmbi8isj50005sd5a907kkfl7
304,3.5,cmbi8iskc000ksd5awh4mker0
305,3.6,cmbi8isi90000sd5aj9o0k2gn
306,2.5,cmbi8iske000lsd5aui7d4fr6
307,2.1,cmbi8isl5000wsd5adumf0yjo
308,3.6,cmbi8isjy000fsd5a4vf1kq0o
309,4.0,cmbi8isjo000bsd5ai7m6zipc
310,1.9,cmbi8iskc000ksd5awh4mker0
311,3.2,cmbi8iskp000psd5abxpy8xfu
312,3.7,cmbi8isiu0002sd5a4qy9sut3
313,1.6,cmbi8iskn000osd5a86dv4dfb
314,4.0,cmbi8isk6000isd5aip8we297
315,3.5,cmbi8isjb0007sd5at6jglve6
316,2.7,cmbi8isla000ysd5az8prt5m7
317,2.4,cmbi8iskn000osd5a86dv4dfb
318,4.7,cmbi8isju000dsd5atex3sgoo
319,4.3,cmbi8isk6000isd5aip8we297
320,4.2,cmbi8iskk000nsd5a30b1c4xw
321,2.7,cmbi8isk3000hsd5ay42g3e3k
322,4.5,cmbi8isjl000asd5asj3v6nk2
323,4.4,cmbi8islj0011sd5aed26kfal
324,1.8,cmbi8isji0009sd5a7fqniepz
325,3.7,cmbi8isjy000fsd5a4vf1kq0o
326,1.2,cmbi8islg0010sd5afti6dn62
327,3.0,cmbi8iskp000psd5abxpy8xfu
328,2.4,cmbi8iskn000osd5a86dv4dfb
329,3.5,cmbi8islj0011sd5aed26kfal
330,4.6,cmbi8iskk000nsd5a30b1c4xw
331,3.8,cmbi8isjf0008sd5aubbzynmi
332,2.7,cmbi8isiu0002sd5a4qy9sut3
333,1.5,cmbi8isjo000bsd5ai7m6zipc
334,4.3,cmbi8isjf0008sd5aubbzynmi
335,3.1,cmbi8iskt000rsd5an1icyj0y
336,1.1,cmbi8isip0001sd5af5wlxfl1
337,2.7,cmbi8isl5000wsd5adumf0yjo
338,1.7,cmbi8iskn000osd5a86dv4dfb
339,3.4,cmbi8isk9000jsd5anm9iar1l
340,1.6,cmbi8isl5000wsd5adumf0yjo
341,3.5,cmbi8isjb0007sd5at6jglve6
342,1.5,cmbi8isld000zsd5anodjgtyr
343,4.9,cmbi8isl5000wsd5adumf0yjo
344,1.0,cmbi8isl2000vsd5arslka62p
345,3.7,cmbi8isk6000isd5aip8we297
346,2.5,cmbi8isi90000sd5aj9o0k2gn
347,3.1,cmbi8isj50005sd5a907kkfl7
348,1.1,cmbi8iskn000osd5a86dv4dfb
349,2.9,cmbi8isj10004sd5adr8xfahb
350,2.0,cmbi8isju000dsd5atex3sgoo
351,2.4,cmbi8isjf0008sd5aubbzynmi
352,4.0,cmbi8isiy0003sd5azop7ryvg
353,1.1,cmbi8isip0001sd5af5wlxfl1
354,4.1,cmbi8isju000dsd5atex3sgoo
355,2.9,cmbi8iske000lsd5aui7d4fr6
356,4.0,cmbi8isiu0002sd5a4qy9sut3
357,1.1,cmbi8isl0000usd5away4mq9w
358,1.6,cmbi8isl8000xsd5au263xehh
359,3.8,cmbi8isjr000csd5a71m65fum
360,1.6,cmbi8islg0010sd5afti6dn62
361,3.3,cmbi8isiu0002sd5a4qy9sut3
362,3.2,cmbi8iskw000ssd5agzmyx3xe
363,2.8,cmbi8isiu0002sd5a4qy9sut3
364,4.8,cmbi8islj0011sd5aed26kfal
365,3.1,cmbi8iskr000qsd5a5sbbpb3x
366,1.3,cmbi8iskk000nsd5a30b1c4xw
367,4.8,cmbi8isky000tsd5aczxlb7zs
368,1.5,cmbi8isj80006sd5a98p81413
369,2.2,cmbi8isl2000vsd5arslka62p
370,4.3,cmbi8isjf0008sd5aubbzynmi
371,4.9,cmbi8isjw000esd5aucosltd9
372,4.4,cmbi8iskw000ssd5agzmyx3xe
373,1.3,cmbi8isip0001sd5af5wlxfl1
374,1.9,cmbi8isk6000isd5aip8we297
375,4.8,cmbi8isky000tsd5aczxlb7zs
376,1.3,cmbi8iski000msd5ahtmdhrsf
377,3.3,cmbi8isl8000xsd5au263xehh
378,1.3,cmbi8iske000lsd5aui7d4fr6
379,3.2,cmbi8iskn000osd5a86dv4dfb
380,1.5,cmbi8isiy0003sd5azop7ryvg
381,2.7,cmbi8iskt000rsd5an1icyj0y
382,4.4,cmbi8iskk000nsd5a30b1c4xw
383,2.2,cmbi8isju000dsd5atex3sgoo
384,4.4,cmbi8isjr000csd5a71m65fum
385,4.9,cmbi8isl5000wsd5adumf0yjo
386,3.8,cmbi8isl0000usd5away4mq9w
387,3.8,cmbi8isjf0008sd5aubbzynmi
388,3.2,cmbi8isj80006sd5a98p81413
389,2.0,cmbi8isk3000hsd5ay42g3e3k
390,2.0,cmbi8isiu0002sd5a4qy9sut3
391,5.0,cmbi8isi90000sd5aj9o0k2gn
392,4.8,cmbi8isl0000usd5away4mq9w
393,2.2,cmbi8isj10004sd5adr8xfahb
394,1.3,cmbi8isjw000esd5aucosltd9
395,2.3,cmbi8iskn000osd5a86dv4dfb
396,2.5,cmbi8isjy000fsd5a4vf1kq0o
397,3.2,cmbi8isj10004sd5adr8xfahb
398,1.7,cmbi8isiu0002sd5a4qy9sut3
399,4.4,cmbi8iske000lsd5aui7d4fr6
400,3.7,cmbi8isl5000wsd5adumf0yjo
401,4.7,cmbi8isip0001sd5af5wlxfl1
402,4.0,cmbi8iskr000qsd5a5sbbpb3x
403,3.0,cmbi8isk3000hsd5ay42g3e3k
404,3.1,cmbi8isjf0008sd5aubbzynmi
405,3.5,cmbi8islg0010sd5afti6dn62
406,1.5,cmbi8iskr000qsd5a5sbbpb3x
407,3.2,cmbi8isl5000wsd5adumf0yjo
408,1.9,cmbi8isl0000usd5away4mq9w
409,2.9,cmbi8iskw000ssd5agzmyx3xe
410,4.9,cmbi8islg0010sd5afti6dn62
411,3.9,cmbi8iskr000qsd5a5sbbpb3x
412,2.5,cmbi8isld000zsd5anodjgtyr
413,4.6,cmbi8isj10004sd5adr8xfahb
414,3.1,cmbi8isla000ysd5az8prt5m7
415,2.2,cmbi8iskk000nsd5a30b1c4xw
416,1.3,cmbi8isjf0008sd5aubbzynmi
417,1.6,cmbi8isjf0008sd5aubbzynmi
418,2.0,cmbi8iskp000psd5abxpy8xfu
419,4.5,cmbi8iske000lsd5aui7d4fr6
420,4.8,cmbi8isl5000wsd5adumf0yjo
421,4.7,cmbi8iskw000ssd5agzmyx3xe
422,2.7,cmbi8isiy0003sd5azop7ryvg
423,1.0,cmbi8isk9000jsd5anm9iar1l
424,3.1,cmbi8islj0011sd5aed26kfal
425,3.3,cmbi8isj50005sd5a907kkfl7
426,3.3,cmbi8isky000tsd5aczxlb7zs
427,1.7,cmbi8iskt000rsd5an1icyj0y
428,2.7,cmbi8isl8000xsd5au263xehh
429,2.2,cmbi8iskp000psd5abxpy8xfu
430,1.1,cmbi8islj0011sd5aed26kfal
431,3.2,cmbi8isjw000esd5aucosltd9
432,1.6,cmbi8iskw000ssd5agzmyx3xe
433,3.4,cmbi8iske000lsd5aui7d4fr6
434,4.1,cmbi8iskr000qsd5a5sbbpb3x
435,2.4,cmbi8isj80006sd5a98p81413
436,3.3,cmbi8islg0010sd5afti6dn62
437,1.8,cmbi8iskt000rsd5an1icyj0y
438,1.5,cmbi8isiu0002sd5a4qy9sut3
439,2.8,cmbi8iskp000psd5abxpy8xfu
440,1.6,cmbi8iskc000ksd5awh4mker0
441,4.0,cmbi8isjy000fsd5a4vf1kq0o
442,4.2,cmbi8isk0000gsd5arosu6zlq
443,2.0,cmbi8isjb0007sd5at6jglve6
444,3.5,cmbi8iskk000nsd5a30b1c4xw
445,4.8,cmbi8isjo000bsd5ai7m6zipc
446,2.8,cmbi8isjr000csd5a71m65fum
447,2.7,cmbi8islg0010sd5afti6dn62
448,4.5,cmbi8isla000ysd5az8prt5m7
449,3.6,cmbi8isk0000gsd5arosu6zlq
450,3.4,cmbi8isi90000sd5aj9o0k2gn
451,2.8,cmbi8isji0009sd5a7fqniepz
452,3.0,cmbi8isip0001sd5af5wlxfl1
453,4.1,cmbi8iske000lsd5aui7d4fr6
454,4.0,cmbi8isj80006sd5a98p81413
455,4.0,cmbi8isjw000esd5aucosltd9
456,2.5,cmbi8isjf0008sd5aubbzynmi
457,4.5,cmbi8iskn000osd5a86dv4dfb
458,1.5,cmbi8iskp000psd5abxpy8xfu
459,3.9,cmbi8isl8000xsd5au263xehh
460,1.4,cmbi8isjb0007sd5at6jglve6
461,3.1,cmbi8isiu0002sd5a4qy9sut3
462,3.1,cmbi8isjr000csd5a71m65fum
463,3.8,cmbi8isl2000vsd5arslka62p
464,3.0,cmbi8isjo000bsd5ai7m6zipc
465,3.0,cmbi8isj80006sd5a98p81413
466,2.6,cmbi8isjr000csd5a71m65fum
467,3.7,cmbi8isk6000isd5aip8we297
468,3.2,cmbi8isjy000fsd5a4vf1kq0o
469,4.1,cmbi8isjo000bsd5ai7m6zipc
470,1.9,cmbi8isl5000wsd5adumf0yjo
471,3.3,cmbi8isk3000hsd5ay42g3e3k
472,1.9,cmbi8isl5000wsd5adumf0yjo
473,5.0,cmbi8isj10004sd5adr8xfahb
474,3.1,cmbi8isjl000asd5asj3v6nk2
475,4.3,cmbi8islj0011sd5aed26kfal
476,2.9,cmbi8isjo000bsd5ai7m6zipc
477,2.0,cmbi8iski000msd5ahtmdhrsf
478,2.6,cmbi8islj0011sd5aed26kfal
479,4.4,cmbi8isl8000xsd5au263xehh
480,3.1,cmbi8isla000ysd5az8prt5m7
481,4.6,cmbi8isk0000gsd5arosu6zlq
482,1.5,cmbi8isiu0002sd5a4qy9sut3
483,4.4,cmbi8isjo000bsd5ai7m6zipc
484,3.2,cmbi8islj0011sd5aed26kfal
485,3.7,cmbi8islj0011sd5aed26kfal
486,4.0,cmbi8isji0009sd5a7fqniepz
487,3.0,cmbi8isi90000sd5aj9o0k2gn
488,3.3,cmbi8iskn000osd5a86dv4dfb
489,3.0,cmbi8isk0000gsd5arosu6zlq
490,3.6,cmbi8islj0011sd5aed26kfal
491,4.4,cmbi8iskk000nsd5a30b1c4xw
492,4.8,cmbi8islg0010sd5afti6dn62
493,2.6,cmbi8iski000msd5ahtmdhrsf
494,4.4,cmbi8iskn000osd5a86dv4dfb
495,1.7,cmbi8isjo000bsd5ai7m6zipc
496,4.1,cmbi8isk9000jsd5anm9iar1l
497,4.1,cmbi8iskn000osd5a86dv4dfb
498,3.4,cmbi8isjr000csd5a71m65fum
499,4.2,cmbi8isip0001sd5af5wlxfl1
500,2.6,cmbi8iskn000osd5a86dv4dfb
501,4.1,cmbi8isjr000csd5a71m65fum
502,4.9,cmbi8iskt000rsd5an1icyj0y
503,3.1,cmbi8isl0000usd5away4mq9w
504,2.5,cmbi8isky000tsd5aczxlb7zs
505,4.9,cmbi8isl2000vsd5arslka62p
506,1.9,cmbi8iskk000nsd5a30b1c4xw
507,2.4,cmbi8isld000zsd5anodjgtyr
508,3.8,cmbi8isjl000asd5asj3v6nk2
509,2.1,cmbi8isk6000isd5aip8we297
510,3.1,cmbi8iske000lsd5aui7d4fr6
511,2.2,cmbi8islj0011sd5aed26kfal
512,3.1,cmbi8isld000zsd5anodjgtyr
513,4.5,cmbi8isjf0008sd5aubbzynmi
514,1.4,cmbi8isla000ysd5az8prt5m7
515,2.3,cmbi8isl8000xsd5au263xehh
516,3.6,cmbi8iskp000psd5abxpy8xfu
517,3.4,cmbi8isiy0003sd5azop7ryvg
518,4.3,cmbi8isj80006sd5a98p81413
519,3.0,cmbi8isl0000usd5away4mq9w
520,3.4,cmbi8isji0009sd5a7fqniepz
521,4.1,cmbi8isjl000asd5asj3v6nk2
522,1.5,cmbi8iskt000rsd5an1icyj0y
523,2.0,cmbi8islg0010sd5afti6dn62
524,2.2,cmbi8isiu0002sd5a4qy9sut3
525,3.3,cmbi8isl2000vsd5arslka62p
526,3.1,cmbi8isl0000usd5away4mq9w
527,2.2,cmbi8iskw000ssd5agzmyx3xe
